"","docID","rawText","modelpredictions"
"31",1267998696672825344,"annnabors hugs i am so sorry this is the hardest part of loving a pet but it is the one last gift you can give<U+2026> httpstcovokyfsehf",0.5
"32",1267484684314988544,"top survival games android zombie offline high graphics httpstcobotnqhmpix httpstcoskhgpuc",0.0601788324629929
"33",1267936380166049792,"milliebyrne the poor man not will be in for a hard time once the rainbow mob get a hold of him itll be httpstcohnpyddhsyg",0.0587597765435186
"34",1267976053936525312,"rt kristinsangry info thread if you cant donate yourself here is a thread of youtubers you can watch all proceeds from ads pls do not<U+2026>",0.338940915296091
"35",1265374548461002752,"retweeting this again mtg magicthegathering fridaynightmagic fnm fnmathome please share and rt httpstcoqycamuwt",0.0573683008834746
"36",1267304140990033920,"rt imdontailol tiktokers be like <U+201C>blacklivesmatter <U+0001F62D> this ruined my whole day<U+201D>then hit the renegade minutes later in they next pos<U+2026>",0.351507370626798
"37",1267993908841271296,"rt ctzebra chad eddinger yo who worked at the wilkesbarre va medical center pa died of covid on he was both a marine veter<U+2026>",0.0621044512478
"38",1267520781556355072,"don<U+2019>t forget to order your liv like a unicorn shirts livlikeaunicorn bethegood httpstcotpwofhitst",0.0609334902505157
"39",1267660324502736896,"nygovcuomo shameful murderer cuomo who defied cdc orders by sending covid infected patients into ltc homes kil<U+2026> httpstcozqustp",0.108863679084984
"40",1267801276005449728,"arvbellaflvme aww poo thats so not cool <U+0001F974><U+0001F629>",0.5
"41",1267649701450518528,"gop realdonaldtrump how come he ignores subpoenas refuses to testify under oath uses justice dept to let his p<U+2026> httpstcoixhwhxny",0.5
"42",1267546325471690752,"sanemititties i wouldnt be surprised if a zombie apocalypse started <U+0001F62D>",0.0601788324629929
"43",1265129131282501632,"thanks to a shipping snafu we had to wait an extra week to do our mtg ikoria webcam prerelease this weekend thi<U+2026> httpstcoyscjyuhkvv",0.100945418704749
"44",1267616056442368000,"zombie life starts tomorrow work errday at am <U+0001F643><U+0001F927>",0.0601788324629929
"45",1267602930477289472,"rt enetolicky amidst everything and with pride cancelled how many companies are pumping out rainbow logos compared to last year they c<U+2026>",0.0322528842720728
"46",1267927044639330304,"rt gsierrazorita douglasmack zombieesq sharing httpstcotagheeebt",0.351507370626798
"47",1267872092105523200,"rt leavescobwebs happy pride from our house zombie to yours httpstcoirpmwsaxo",0.0326748999724156
"48",1267637392023982080,"i come from a place that got more colors than the rainbow the thought of somebody skin color bein a issue is actu<U+2026> httpstcoipijycl",0.0575556074000378
"49",1265835176426450944,"ok mtg base what do you think is a better mass wipe effect for cmdr i<U+2019>m choosing these two rather than damnat<U+2026> httpstcohfcqevg",0.098253467346484
"50",1268017323258122240,"rt snaehaj our tamil community knows how it feels to have our brothers and sisters killed just for being tamil let<U+2019>s not let our black c<U+2026>",0.367936947418043
"51",1267592542960455680,"amandatnstevens bardandbaker oneironym im glad you like it it felt very anime with the strawberry garnish on t<U+2026> httpstcojegllrxwz",0.5
"52",1267296623136083968,"i choose america and i always will bunkerboy httpstcoibffdbeez",0.909012152919769
"53",1265608505043582976,"a meta deck that helped me to climb the ladder enjoy httpstcobklslroy mtgarena mtga mtg magic<U+2026> httpstcovgmrisvqg",0.100945418704749
"54",1267895821745471488,"wackpackjack jimsciutto trump zombie troll alert might get a few other zombie wingnuts to agree with you but th<U+2026> httpstcozixmqbyy",0.00408338237168908
"55",1267305087967223808,"rt sarahhmontt this person tried to bulldoze a peaceful protest in pasadena this is what your bluelivesmatter flag means to me monster<U+2026>",0.342670281476651
"56",1266536904494845952,"lmaoo cnn gotta be paying sarasidnercnn good money she deadass thuggin in the mn riots",0.921040777151064
"57",1267297976948371456,"occornpop hbpdpio twitter speaking of ugly sorry just came to me when i looked at your profile with a dead san<U+2026> httpstconbzgopugus",0.5
"58",1267527385605439488,"gracevivacious alohlove bellahtyrah see diz zombie tacha has so many amazing fans such that if fans twee<U+2026> httpstcoalegpre",0.0601788324629929
"59",1268016356735111168,"rt virtuallyoon people in the uk please sign this petition it<U+2019>s to stop the export of tear gas rubber bullets and riot shields fro<U+2026>",0.351507370626798
"60",1267939567874854912,"can you guess this cards name mtg magicthegathering httpstcojrqqjmgeyb",0.100945418704749
"61",1267639478954479616,"adoptmetrades will anyone help petsit my newborn unicorn to full grown i can pay with a monkey box or k amc u<U+2026> httpstcoqdhuiqch",0.0609334902505157
"62",1267305165582823424,"rt theellenshow i support the protestors who are exercising their rights and standing up against the horrible injustices that black peopl<U+2026>",0.367936947418043
"63",1267306907208949760,"rt msactiviss jadedcreative its over bunkerboy httpstcodjkbmjnwt",0.844120575345913
"64",1267880255928307712,"richied courticemarcus donnantwich yvettecoopermp again so what stop spouting irrelevant nonsense",0.5
"65",1267942470752624640,"rt mametown just called the louisville metro police dept and the front desk gave me this number inbox full but keep calling <U+2026>",0.436647305167519
"66",1267982256070524928,"httpstcomjhxgqwnr china hoodwinked who and the world china chinaindiafaceoff chinazi coronavirus covid httpstcojherawpjq",0.108863679084984
"67",1267603716485648384,"bet them with the hare i could easily make a zombie hahaha the lion simply pounced on a caterpillar the ass to keep some",0.0601788324629929
"68",1267602994847195136,"valehnaxp iilluminaughtii damn imagine not knowing how to do google before you make a post and put a rainbow flag<U+2026> httpstcoqelnhp",0.0594234091567435
"69",1267986861265469440,"rt enca police minister bheki cele says hes concerned about the sale of alcohol during level alcholsales covid lockdown enca<U+2026>",0.0864966731276433
"70",1266536905690230784,"hamletofmanlius fernalfonso redsteeze <U+0001F602><U+0001F602> we can only dream cnn isn<U+2019>t going to be ended by butning that building<U+2026> httpstcorecwsupu",0.921040777151064
"71",1267965209395658752,"like they say after the storm there<U+2019>s a rainbow httpstcousgvuhxs",0.0594234091567435
"72",1267297970237603840,"antifa are terrorists and with the terrorists there is no negotiation httpstcobsffgrmfto",0.882385400007654
"73",1267918497864089600,"im a beatiful rainbow support twibbon",0.0594234091567435
"74",1267883786332590080,"rt markharlanad listen learn act blackouttuesday httpstcozlpesf",0.351507370626798
"75",1267658686723289088,"perus covid cases top deaths reach httpstconmksfuuce httpstcoftododgmbe",0.108863679084984
"76",1267977697126264832,"lyrratic brandugh oh right i forgot we won<U+2019>t get to see her in her rainbow sash as she hangs out with yang and th<U+2026> httpstcomodkoxlcsr",0.0594234091567435
"77",1267304180886253568,"rt salohfolina lucas stranger things blacklivesmatter vidasnegrasimportam httpstcoywzwgydng",0.842519116601784
"78",1267619069454417920,"rt vicannbro what<U+2019>s a more perfect way to celebrate pride month than to take a pic infront of the rainbow house pridemonth lgbtq http<U+2026>",0.0322528842720728
"79",1267304778750734336,"rt josemedinajr it<U+2019>s a time of reckoning we in duallanguage amp world languages have been complicit in maintaining systems of oppre<U+2026>",0.351507370626798
"80",1267885016132059136,"bornunicorn salve",0.5
"81",1267534995578654720,"mtg mtga mtgarena magicthegathering mtgo ehd mtgstandard investors and timmys be like httpstcoefxxyqdkvo",0.100945418704749
"82",1268016422514503680,"rt thepiebrarian urgent scanner update im hearing requests for backup at th street and th ave in manhattan and i believe i can hear<U+2026>",0.455794377245974
"83",1267306436754718720,"we have no leadership in our country all we have is bunkerboy the idiot httpstcouggxal",0.909012152919769
"84",1268017044093636608,"rt cesarazpi enough is enough we are all humans together we are stronger blacklivesmatter <U+270A><U+270A><U+0001F3FB><U+270A><U+0001F3FC><U+270A><U+0001F3FD><U+270A><U+0001F3FE><U+270A><U+0001F3FF> httpstcovpyaoxfit",0.842519116601784
"85",1267943860401065984,"rt spillseshyt threedailey teatriggeryt ellinara and they tried to play content police <U+0001F927>",0.436647305167519
"86",1267949068627648512,"trading valentina cuffsk hip bag of coins k love me bag k rainbow armlets k treasure satchel k cherry s<U+2026> httpstcorvartebj",0.0594234091567435
"87",1267619044657692672,"rt fleshlessart astralvisitor legionface none of its official dude we dont have an imperial rainbow council",0.0331107871036265
"88",1267656321572233216,"radio stations across the land where you at blackouttuesday blacklivesmatter justiceforgeorgefloyd<U+2026> httpstcosqutsjrfk",0.908004714081567
"89",1267649306518945792,"rt ichongqingcimc on may a team of chinese medical experts ended the mission to help tackle the covid in algeria and departed for<U+2026>",0.0621044512478
"90",1267789963233558528,"just a reminder that yesterday a podcast stoolpresidente owns put out links to donate to antifa bail fund stacy<U+2026> httpstcorivbexydrl",0.876491635739649
"91",1267304292245012480,"i will march protest sign petitions speak up and do whatever needs to be done for our people blacklivesmatter<U+2026> httpstconmtbtwfdp",0.5
"92",1267305176014217216,"rt eyedalis so emotional being here today boston showed up <U+270A><U+0001F3FE> blacklivesmatter httpstcokkmbttxsm",0.867416546195472
"93",1267982373091713024,"the establishment has lost all credibility covid is gone how where httpstconkapnqax via youtube covid",0.0147042985820017
"94",1267609300559593472,"tardisnoise thegamerdude playstation black lifes stop saying that it is hypocrisy you are referring to life<U+2019>s<U+2026> httpstcowddeeczt",0.517828035719154
"95",1267992903957114880,"midnight if you like horses and scifi this book is for you httpstcobpegtyyuvv",0.5
"96",1267293799283404800,"rt frankfigliuzzi i<U+2019>ll discuss at p et danger trump says he will designate antifa a terrorist organization as gop points fingers<U+2026>",0.802627162904337
"97",1267588686415265792,"your dogs hate you zombie cheney",0.0601788324629929
"98",1265058583093358592,"finally doing the thing i do irl but cant because of covid playing some mtg on twitch come join my<U+2026> httpstcoxbitjrlju",0.0118346271993138
"99",1266537237937872896,"rickytwin casaburifrank johnrobertsfox cnn is this a joke oan is maybe the most biased out there one reporte<U+2026> httpstcogscdxpfja",0.921040777151064
"100",1265669911541624832,"new to historic and looking for a budget deck that is competitive check out this r m wildcard mono blue tempo li<U+2026> httpstcocrolyx",0.5
"101",1267869415296688128,"unicorngalaxy this girl said oh yeah i think you can have the halo and then she is like nvm and she fucking told me i could have it",0.5
"102",1267954664835821568,"do you know this creatures name retweet it mtg magicthegathering httpstcogmjabrk",0.100945418704749
"103",1267610340994560000,"what growersland grows unicorn weed js i aint gonna tell nobody else tho <U+00B7> art love marijuana<U+2026> httpstcorjjgsma",0.0609334902505157
"104",1267991931830833152,"a beautiful rainbow for pride month what a great surprise today httpstcoawkdgdmnbp",0.0699323724501616
"105",1267310160088838144,"my life matters i am not a threat i just want to live free i was born here my life isn<U+2019>t up to you staffordva<U+2026> httpstcofjhtcuoggz",0.5
"106",1266536622721576960,"rt gibsonmcfuck as a highly respected political pundit i hope these privileged protestors destroying cnn in atlanta understand who they<U+2019><U+2026>",0.863439111822084
"107",1267827290169208832,"ariaplayzz nrf giraffe for k group funds nrf turtle group funds nrf evil unicorn group funds nrf king bee group funds",0.0609334902505157
"108",1267795467183644672,"rt kyharchive codeblue httpstcoywqqdozu",0.351507370626798
"109",1267499114952081408,"im going live right now and switching it the game for some daystodie come join me for some zombie killing fun o<U+2026> httpstcoszmaultp",0.0438289903989001
"110",1267307707167436800,"let<U+2019>s argue <U+0001F440> blacklivesmatter georgefloyd alllivesmatterwhenblacklivesmatter looters protests httpstcorqeladfhu",0.986090652017951
"111",1267305039380590592,"this is amazing to see in a paper like the houstonchron if only more people had kneeled with kaepernick instead<U+2026> httpstcoakxgmhfe",0.5
"112",1267635570009726976,"happy pride month <U+0001F970> here<U+2019>s my v simple rainbow makeup httpstcoqbukltyvj",0.0579245875546499
"113",1267306740543926272,"my house on halloween after i spent the day eating all the candy and the kids start knocking bunkerboy httpstcosrpjptqp",0.881185431047781
"114",1268000626379763712,"rt itskeyshawn to my mrhs alum<U+2019>s preaching like that school was all sunshine and rainbow let me make this clear not only was that sch<U+2026>",0.0331107871036265
"115",1267948048841310208,"steveguest comfortablysmug they dont give a fuck either",0.5
"116",1267305170049937408,"stand up and make your voice heard<U+0001F5E3><U+0001F5E3><U+270A><U+0001F3FD> blacklivesmatter blm protests equality httpstcorlmxxejzfk",0.977846293068443
"117",1267945654589898752,"i expect the gop complained about the cost of <U+201C>lighting the wh up<U+201D> with a rainbow httpstcoaruefbrftq",0.0594234091567435
"118",1267601494708125696,"rt squinking barley for warrior cat of the week he<U+2019>s my favorite fluffy farmer man and yes that is a rainbow in the background the<U+2026>",0.0327307845200513
"119",1267305521918488576,"ericswalwell karaokegod joebiden i cannot wait to vote for a decent man who will represent all americans<U+2026> httpstcobgktpm",0.497016034322515
"120",1267584055866011648,"the rainbow amp transgender pride flags are being lifted at hamont city hall an independent review into police cond<U+2026> httpstcoyvypzjbgo",0.0808165819577074
"121",1267468535468449792,"vmartinez enews it<U+2019>s never enough why can<U+2019>t you just say thank you that was an awesome gesture",0.5
"122",1267543610330923008,"rt grnjackt boundunicorn charging into fire uphill is my preferred strategy high ground advantage is dissolved by superior resolve<U+2026>",0.351507370626798
"123",1267595043247927296,"rt catturd the average ordinary citizens of this country are only gonna take so much more of this terrorist bullshit",0.351507370626798
"124",1267598353581223936,"rt wolfthered ive heard from the rainbow grape vine that pride is canceled this month the next days are dedicated to wrath",0.0135958597366046
"125",1267431330620596224,"unicornbeacon entropy for beacon n<U+00B0> is the agile spotted cat bounced over the slow jackal and meowed howl howl",0.202011644335726
"126",1267915905368879104,"rt maragay de blasio just now on ny <U+201C>if those protesters had just gotten out of the way and not created an attempt to surround that ve<U+2026>",0.388085407790974
"127",1267980343400857600,"you can<U+2019>t keep us quiet httpstcolidhhbawgq",0.5
"128",1268017323681525760,"so i bought this mask from crookedmedia about two months ago sad to say it has an unintended dual purpose because<U+2026> httpstcolrmbackes",0.5
"129",1267711267571105792,"rt lexxclarkk you can take action by going on this site and finding your local representatives and contacting them we cannot let this<U+2026>",0.351507370626798
"130",1267587774057766912,"rt notyoongii rt if your account is a safe place for muslim black brown lgbtq armys <U+2661>",0.239850825076305
"131",1267795598335512576,"shazunicorn the texture makes me hurl",0.5
"132",1267484981615562752,"rt stevensantos just remember that trumps still fucking up the pandemic response along with whats been happening this past week",0.291572069198003
"133",1267652072532373504,"coronavirus reducing social distancing to one metre would double risk of infection study suggests covid<U+2026> httpstcogxnvbfyh",0.5
"134",1267659366586413056,"rt liberalinternat join lis leadership hansvanbaalen khpaque amp abiralsahlani international panellists tomorrow at cest as<U+2026>",0.321240777314618
"135",1267505480773046272,"rt wigannews news wigan council and network rail have said they intend to make signage clearer on all low bridges in the borough https<U+2026>",0.351507370626798
"136",1267304399182852096,"blacklivesmatter no questions about this all lives matter yes but that is merely a rhetoric of what we are fig<U+2026> httpstcolppbwrhe",0.908004714081567
"137",1268016746775994368,"rt evo evo supports blacklivesmatter and the recent protests fighting against the police brutality that disproportionately affects black<U+2026>",0.97160034496853
"138",1267809292327030784,"rt ageofzofficial are you the winner fight with zombie<U+FF0C>save your city<U+FF01> ageofz",0.351507370626798
"139",1267305003242446848,"serious question could someone explain how that bastardization of our flag doesn<U+2019>t violate the flag code if it do<U+2026> httpstcoqblkxilg",0.480511336779127
"140",1267881685921730560,"unicorn chaser cool astro news httpstcojdaqvpmd",0.0609334902505157
"141",1267613095649783808,"rt carkgirl companies right now flipping a coin deciding if they put a black and white logo or a rainbow one",0.0354724379119725
"142",1267304886258905088,"to take such tragic matter and use it as an opportunity for more violence amp hate in the name of peaceful protest<U+2026> httpstcoumkoxwoxsa",0.5
"143",1265708201087062016,"i think i<U+2019>m done playing mtg it<U+2019>s clear to me after maro <U+2018>s statement on who <U+201C>double masters<U+201D> is for that wot<U+2026> httpstcoxjquuxjtj",0.098253467346484
"144",1267956288832618496,"rt winstonleather she lights up our world <U+2728><U+2728> surrender to the allure of the tokyo iridescent pink metallic bag color effect changes u<U+2026>",0.351507370626798
"145",1267558312582811648,"sahouraxo brain dead zombie hoards they think they are unique utter clowns",0.0601788324629929
"146",1267923921950695424,"rt brekkstairs please hit us thank you",0.351507370626798
"147",1267659906993266688,"rt trumpondrugs realdonaldtrump great votetrumpout covid httpstcofebakxysau",0.0621044512478
"148",1267304687956418560,"rt anonevh bootsonground anons are needed in cities across the us do your part and join this historical moment georgefloydprotests<U+2026>",0.321240777314618
"149",1267556985517596672,"rt mrandyngo <U+201C>we built this country and we will burn it down<U+201D> antifa news site unicorn riot has been conducting on the ground interviews<U+2026>",0.208777921455369
"150",1267619121572786176,"rt mutantballyhoo i love the <U+201C>nypd suckmydick<U+201D> chant because it can<U+2019>t be coopted by corporations making ads like amazon or apple<U+2026>",0.351507370626798
"151",1267999779897913344,"ibreathetweets i love you queen <U+0001F917>",0.5
"152",1267656801480105984,"rt detsolnet human rights defenders varavararao anandteltumbde shomasen sudhabharadwaj have been denied interim bail despite their p<U+2026>",0.351507370626798
"153",1268006886777008128,"rt bailleuladeline protesters now moving back to bk after more than hour trapped on the manhattan bridge nycprotests nyccurfew black<U+2026>",0.841437007349988
"154",1267857920932188160,"if youve looked into cc programming youll likelyve heard of pointers and references what are they how<U+2026> httpstcovhozqwud",0.5
"155",1267304162179592192,"rt phantomofthewh songsdabunker bunkerboy <U+201C>everybody cries<U+201D>",0.844120575345913
"156",1267987793600491520,"rt crackteesa cracktee culturevulture k cover dropping on the th of june really hope therealk fucks with it lets go<U+2026>",0.351507370626798
"157",1267305150449844224,"pain and anger will drive you insane i understand yall i<U+2019>m with y<U+2019>all blacklivesmatter",0.905466249519657
"158",1265574697145696256,"rohini hattangadi interview rohini hattangadi is a complete package she can make you laugh cry mesmerize and h<U+2026> httpstcopmqeimxum",0.5
"159",1267660649653559296,"rt whoafro over confirmed covid cases on the african continent with more than recoveries amp deaths view country<U+2026>",0.0621044512478
"160",1267960697477980160,"rt justinling but hey black squares and rainbow flags and whatnot",0.0354724379119725
"161",1267533012670926848,"zombie they fucked up the wendy<U+2019>s",0.0601788324629929
"162",1267906153910067200,"leadchangetrish that takedown is textbook",0.5
"163",1267953462353883136,"stoptrump no thanks i think ill pass the idea of john lennon zombie eating my brain is weird",0.0601788324629929
"164",1266537343751786496,"rt vabvox arrest the young brown cnn reporter but not the white cop who killed the black man who are the thugs again freeomarjimene<U+2026>",0.870293824725155
"165",1267933291438460928,"nicolledwallace zombie enablers perfect description of the silent gop and their support of this president",0.0601788324629929
"166",1267970472614014976,"rt zoeamira it made its way to tumblr too over notes yooooo i love yall httpstcokgftpylwf",0.326424775877456
"167",1267497312705744896,"a video game playing unicorn in an infinite adventure game together with houses",0.0417929214488682
"168",1267990326771240960,"wherethewildthingsare fieldgrownflowers season has officially taken off visited my longtime favorite<U+2026> httpstcodswrdcnct",0.5
"169",1267309865631801344,"rt applechilli benfranklin saboteur protests they<U+2019>re are infiltrating decent protests there are different factions riots p<U+2026>",0.915541150370793
"170",1267519108968583168,"unicorn tears taishou x alice character song series vol<U+300E>gretel httpstcogbepmyaek httpstcocevqbveuu",0.0609334902505157
"171",1267815946002919424,"rt rosiannarojas government records show it grants export licences worth millions of pounds for the sale of anticrowd gas riot equipme<U+2026>",0.350572541532446
"172",1267607484711264256,"rt mises if it were not for accommodative monetary policy many big firms would have otherwise shut down by now once again the fed is r<U+2026>",0.351507370626798
"173",1267644795721113600,"rt nalcoindia she kept the tricolour flying high for india now indian hockey star amp nalconian sunita lakra is doing her bit to raise<U+2026>",0.351507370626798
"174",1267304864922480640,"rt dahlia another powerful masterpiece by elevenfilms <U+201C>black people are dying in a state of emergency do what you say this cou<U+2026>",0.351507370626798
"175",1267414448945475584,"rt saniaashafiq anupbis he is a betrayer amp beast he is still fake weloveshehnaaz shehnaazgiil shehnaazians httpstco<U+2026>",0.351507370626798
"176",1267659290740916224,"rt antalia quarantine is going way longer than expected i wanna help<U+203C><U+FE0F><U+203C><U+FE0F><U+203C><U+FE0F> so due too covid i will be sending the first peop<U+2026>",0.0621044512478
"177",1267450724448960512,"i dont wanna adult anymore can i just be a unicorn",0.0609334902505157
"178",1267969277434396672,"chvnniez pues si me quiero pegar n tiro hoshi rainbow seungkwan generous taeyong regular woojin pretty woojin flower chenle precious",0.0594234091567435
"179",1267616939217760256,"dbongino i bet she<U+2019>s a zombie",0.0601788324629929
"180",1267989693414674432,"<U+0001F44D> on youtube the nitro cell special part rainbow six siege httpstcoqdojtifr",0.0594234091567435
"181",1267944926978998272,"rainjoyyy closeted but telling my parents i just like rainbow gt",0.0594234091567435
"182",1267800443020869632,"grand rising <U+0001F970> i still havent been to sleep <U+0001F605><U+0001F62C><U+0001F643>",0.5
"183",1268016713301458944,"rt tweetsbyzaid this baby really has a point though blacklivesmatter httpstcoodhgagow",0.842519116601784
"184",1266719623971471360,"httpstcougslhzyt my history of the mtg banned and restricted list continues today with part which looks<U+2026> httpstcoywieokyy",0.120728548808905
"185",1268016487924740096,"baligubadle realdonaldtrump foxnews how ridiculous that a coward cadetbonespurs like realdonaldtrump is now<U+2026> httpstcorxknkba",0.5
"186",1267628770908729344,"rt tepanchinceva billtay hasscho the shantar islands are amazingly beautiful and rich whales killer whales pinnipeds other inhabi<U+2026>",0.351507370626798
"187",1267305020883681280,"rt chriswthestar everyone literally needs to pause posting content that isn<U+2019>t blacklivesmatter<U+00A0> related",0.351507370626798
"188",1267516357295439872,"i wish at eminem can do a rap cover of cranberries zombie with bad wolves that song is power and only<U+2026> httpstcoogbijkeuxn",0.0601788324629929
"189",1267286278971719680,"rt wreckedrocket we should all unite against antifa black lives matter <U+0001F91C><U+0001F3FE><U+0001F91B><U+0001F3FB> conservatives they have high jacked the black community<U+2026>",0.824260025586622
"190",1267905598680707072,"rt shirtttttt so i don<U+2019>t talk much at all but the world is dead lol next thing i know when i finally go outside it<U+2019>s a call of duty zombi<U+2026>",0.351507370626798
"191",1266536712588517376,"<U+201C>we must fight even at a moment in which we have a failed social experiment<U+2014>we must fight<U+201D> <U+2014>cornelwest cnn",0.921040777151064
"192",1267781832176779264,"worked out this morning too time to shower and get my life in order good morning babiesssss",0.5
"193",1267652033076776960,"a longawaited federally backed loan program with loan limits from to million is being positioned to<U+2026> httpstcoidkgmpeiz",0.5
"194",1267993549318078464,"as worthwhile a cause it is to protest not riot these issues was it not worth for these experts to support<U+2026> httpstcofxbgas",0.5
"195",1267412097832488960,"in the final episode of our ikoria dampd adventure a mystery will be solved but what will happen to the npcs what<U+2026> httpstcoozhawtz",0.5
"196",1267770655388454912,"unicornintown stay strong baby keep shining",0.5
"197",1267304287052484608,"rt misterpreda good morning youtube ytcreators susanwojcicki it<U+2019>s time to finally make an example of jakepaul a millionaire who<U+2019>s la<U+2026>",0.351507370626798
"198",1267857247733813248,"rt halsey this watch this",0.351507370626798
"199",1267940484762107904,"check out more with my creator id rainbow acnhdesign acnhpatterns acnhdesigns pride animalcrossing acnh<U+2026> httpstcovqfithgp",0.0579245875546499
"200",1267968137997111296,"companies are so damn scared of the word <U+201C>gay<U+201D> every pride month piece of merchandise is labeled <U+201C>pride<U+201D> or <U+201C>rainb<U+2026> httpstcoqpxqjgz",0.493215781966177
"201",1267998622232334336,"bruhbeanig a boot but instead of a rainbow its a rough gradient from blue to gray",0.0594234091567435
"202",1267501535136628736,"shinareynolds httpstcobpegtyyuvv a horse tries to write to his owners and they make him a celebrity",0.5
"203",1267650044527882240,"rt shethepeople tomorrow are you voting there are moved covid elections in montana new mexico maryland south dakota dc iowa penns<U+2026>",0.0621044512478
"204",1267992835330125824,"hugmeaitana somewhere over the rainbow meir<U+00E9>m",0.0594234091567435
"205",1267407423700164608,"unicornbeacon entropy for beacon n<U+00B0> is the brisk spotted cat jumped above the sleepy dhole and woofed yelp bark",0.202011644335726
"206",1267603332761346048,"trumpblack motheo shaiphumla itkhumalo me kumele uzazi mfondini you call ndebele people kwerekwere an<U+2026> httpstcoclywkwbxoc",0.5
"207",1267525069313576960,"its secret lair time who else has ordered the full sleeves pack mtg mtgsecretlair",0.100945418704749
"208",1267982386056355840,"july st zombie virus has broke out httpstcourweworm",0.0601788324629929
"209",1267983822416605184,"please remember covid is still out there stay safe httpstcoahcrrzxi",0.108863679084984
"210",1267839413284995072,"zombie apocalypse <U+0001F9DF><U+200D><U+2640><U+FE0F> next",0.0601788324629929
"211",1267659724402688000,"hola journos the connect covid aims to provide busy newsrooms on updates on the pandemic especially in fighti<U+2026> httpstcowafctfgiv",0.0848857932953243
